Day,Month,Year,Date,Latitude,Longitude,Site,Region,Region_Code,Record_Number,DENSITY
20,Apr,2021,Apr/20/2021,25.615293,-80.305132,Deering Estate,"Miami, Florida, USA",FL,L448,0.00000
21,Apr,2021,Apr/21/2021,26.060418,-80.111353,MJ State Park,"*Broward, Florida, USA",FL,L449,0.00000
20,Apr,2021,Apr/20/2021,26.060363,-80.111462,MJ State Park,"*Broward, Florida, USA",FL,L450,0.00000
19,Apr,2021,Apr/19/2021,26.060224,-80.111374,MJ State Park,"*Broward, Florida, USA",FL,L451,0.00000
17,Apr,2021,Apr/17/2021,25.696899,-80.155839,Key Biscayne (Key Colony),"*Key Biscayne, Miami, Florida, USA",FL,L452,0.00000
10,Apr,2021,Apr/10/2021,25.69685,-80.155882,Key Biscayne (Key Colony),"*Key Biscayne, Miami, Florida, USA",FL,L453,0.00000
9,Apr,2021,Apr/9/2021,26.060411,-80.111484,MJ State Park,"*Broward, Florida, USA",FL,L454,0.00000
24,Mar,2021,Mar/24/2021,25.615118,-80.305231,Deering Estate,"Miami, Florida, USA",FL,L455,0.00000
2,Apr,2021,Apr/2/2021,25.696847,-80.155876,Key Biscayne (Key Colony),"*Key Biscayne, Miami, Florida, USA",FL,L456,0.00000
1,Apr,2021,Apr/1/2021,25.696954,-80.155945,Key Biscayne (Key Colony),"*Key Biscayne, Miami, Florida, USA",FL,L457,0.00000
23,Mar,2021,Mar/23/2021,26.060314,-80.111501,MJ State Park,"*Broward, Florida, USA",FL,L458,0.00000
19,Mar,2021,Mar/19/2021,25.696728,-80.155995,Key Biscayne (Key Colony),"*Key Biscayne, Miami, Florida, USA",FL,L459,0.00000
18,Mar,2021,Mar/18/2021,25.69696,-80.156008,Key Biscayne (Key Colony),"*Key Biscayne, Miami, Florida, USA",FL,L460,0.00000
16,Mar,2021,Mar/16/2021,26.060222,-80.111445,MJ State Park,"*Broward, Florida, USA",FL,L461,0.00000
14,Mar,2021,Mar/14/2021,20.641938,-87.057061,Playa del Carmen,"*Quintana Roo, Mexico",WC,L462,N/A
8,Mar,2021,Mar/8/2021,20.644077,-87.055863,Playa del Carmen,"*Quintana Roo, Mexico",WC,L463,N/A
8,Mar,2021,Mar/8/2021,26.060324,-80.111476,MJ State Park,"*Broward, Florida, USA",FL,L464,0.00000
7,Mar,2021,Mar/7/2021,26.060094,-80.111458,MJ State Park,"*Broward, Florida, USA",FL,L465,0.00000
5,Mar,2021,Mar/5/2021,25.696657,-80.155944,Key Biscayne (Key Colony),"*Key Biscayne, Miami, Florida, USA",FL,L466,0.00000
5,Mar,2021,Mar/5/2021,26.060308,-80.111425,MJ State Park,"*Broward, Florida, USA",FL,L467,0.00000
4,Mar,2021,Mar/4/2021,25.696395,-80.156,Key Biscayne (Key Colony),"*Key Biscayne, Miami, Florida, USA",FL,L468,0.00000
3,Mar,2021,Mar/3/2021,25.696842,-80.155835,Key Biscayne (Key Colony),"*Key Biscayne, Miami, Florida, USA",FL,L469,0.00000
3,Mar,2021,Mar/3/2021,26.060378,-80.11146,MJ State Park,"*Broward, Florida, USA",FL,L470,0.00000
1,Mar,2021,Mar/1/2021,21.490653,-71.503088,Shark Bay,"South Caicos, TCI",BH,L471,0.00000
25,Feb,2021,Feb/25/2021,20.639166,-87.058186,Playa del Carmen,"*Quintana Roo, Mexico",WC,L472,N/A
25,Feb,2021,Feb/25/2021,20.644224,-87.055702,Playa del Carmen,"*Quintana Roo, Mexico",WC,L473,N/A
22,Feb,2021,Feb/22/2021,25.742481,-80.169267,Miami Marine Stadium,"Miami, Florida, USA",FL,L474,0.00225
19,Feb,2021,Feb/19/2021,20.644343,-87.055684,Playa del Carmen,"*Quintana Roo, Mexico",WC,L475,N/A
17,Feb,2021,Feb/17/2021,25.734715,-80.156322,Virginia Key,"Key Biscayne, Miami, Florida, USA",FL,L476,0.00000
9,Feb,2021,Feb/9/2021,21.423578,-71.141806,Ramp Beach,"Grand Turk, TCI",BH,L477,0.00000
6,Feb,2021,Feb/6/2021,20.64423,-87.05578,Playa del Carmen,"*Quintana Roo, Mexico",WC,L478,N/A
3,Feb,2021,Feb/3/2021,20.644142,-87.055824,Playa del Carmen,"*Quintana Roo, Mexico",WC,L479,N/A
2,Feb,2021,Feb/2/2021,20.644406,-87.055693,Playa del Carmen,"*Quintana Roo, Mexico",WC,L480,N/A
2,Feb,2021,Feb/2/2021,21.761724,-72.260247,Five Cays,"Providenciales, TCI",BH,L481,0.00000
2,Feb,2021,Feb/2/2021,21.772291,-72.162112,Long Bay (Prov),"Providenciales, TCI",BH,L482,0.00000
1,Feb,2021,Feb/1/2021,20.644269,-87.055758,Playa del Carmen,"*Quintana Roo, Mexico",WC,L483,N/A
28,Jan,2021,Jan/28/2021,20.644384,-87.055632,Playa del Carmen,"*Quintana Roo, Mexico",WC,L484,N/A
24,Jan,2021,Jan/24/2021,29.283109,-94.797325,Galveston island,"Texas, USA",NGM,L485,0.00000
15,Jan,2021,Jan/15/2021,21.449292,-71.126594,Conch Farm,"Grand Turk, TCI",BH,L486,0.00000
15,Jan,2021,Jan/15/2021,21.436506,-71.150065,Governors Beach,"South Caicos, TCI",BH,L487,0.00000
18,Feb,2020,Feb/18/2020,25.731633,-80.162293,RSMAS,"Key Biscayne, Miami, Florida, USA",FL,L488,0.00000
24,Jan,2021,Jan/24/2021,29.283109,-94.797325,Galveston island,"Texas, USA",NGM,L489,0.00000
25,Nov,2020,Nov/25/2020,21.490672,-71.503043,Shark Bay,"South Caicos, TCI",BH,L490,0.00000
25,Nov,2020,Nov/25/2020,21.497743,-71.495618,Highland Bay,"South Caicos, TCI",BH,L491,0.00000
1,Nov,2020,Nov/1/2020,25.670905,-80.153072,Bill Baggs State Park,"Key Biscayne, Miami, Florida, USA",FL,L492,0.00000
28,Oct,2020,Oct/28/2020,21.761559,-72.260117,Five Cays,"Providenciales, TCI",BH,L493,0.00000
28,Oct,2020,Oct/28/2020,21.795303,-72.189646,Grace Bay,"Providenciales, TCI",BH,L494,0.00000
24,Oct,2020,Oct/24/2020,26.235398,-80.087997,Atlantic Pier,"Broward, Florida, USA",FL,L495,0.00000
24,Oct,2020,Oct/24/2020,26.321004,-80.074586,County Line,"Broward, Florida, USA",FL,L496,0.00000
21,Oct,2020,Oct/21/2020,26.320665,-80.074612,County Line,"Broward, Florida, USA",FL,L497,0.00000
17,Oct,2020,Oct/17/2020,26.060321,-80.111451,MJ State Park,"*Broward, Florida, USA",FL,L498,0.00000
12,Oct,2020,Oct/12/2020,26.060349,-80.111445,MJ State Park,"*Broward, Florida, USA",FL,L499,0.00015
11,Oct,2020,Oct/11/2020,26.060332,-80.111441,MJ State Park,"*Broward, Florida, USA",FL,L500,0.00053
19,Sep,2020,Sep/19/2020,25.669249,-80.153849,Bill Baggs State Park,"Key Biscayne, Miami, Florida, USA",FL,L501,0.00000
17,Sep,2020,Sep/17/2020,21.449238,-71.126528,Conch Farm,"Grand Turk, TCI",BH,L502,0.00000
16,Sep,2020,Sep/16/2020,21.497948,-71.495369,Highland Bay,"South Caicos, TCI",BH,L503,0.00223
14,Sep,2020,Sep/14/2020,25.678808,-80.255808,Matheson Hammock Park,"Miami, Florida, USA",FL,L504,0.00000
14,Sep,2020,Sep/14/2020,25.67852,-80.25688,Matheson Hammock Park,"Miami, Florida, USA",FL,L505,0.00000
13,Sep,2020,Sep/13/2020,26.236924,-80.088987,Atlantic Pier,"Broward, Florida, USA",FL,L506,0.00000
10,Sep,2020,Sep/10/2020,25.678857,-80.255799,Matheson Hammock Park,"Miami, Florida, USA",FL,L507,0.00000
10,Sep,2020,Sep/10/2020,25.678656,-80.256767,Matheson Hammock Park,"Miami, Florida, USA",FL,L508,0.00000
10,Sep,2020,Sep/10/2020,25.678914,-80.256343,Matheson Hammock Park,"Miami, Florida, USA",FL,L509,0.00000
10,Sep,2020,Sep/10/2020,26.060413,-80.111372,MJ State Park,"*Broward, Florida, USA",FL,L510,0.00000
7,Sep,2020,Sep/7/2020,25.678978,-80.255845,Matheson Hammock Park,"Miami, Florida, USA",FL,L511,0.00000
7,Sep,2020,Sep/7/2020,25.678628,-80.25671,Matheson Hammock Park,"Miami, Florida, USA",FL,L512,0.00000
7,Sep,2020,Sep/7/2020,25.67895,-80.256272,Matheson Hammock Park,"Miami, Florida, USA",FL,L513,0.00000
7,Sep,2020,Sep/7/2020,25.730912,-80.232828,Shake-A-Leg,"Miami, Florida, USA",FL,L514,0.00000
7,Sep,2020,Sep/7/2020,25.733993,-80.227003,Kennedy Park,"Miami, Florida, USA",FL,L515,0.00000
5,Sep,2020,Sep/5/2020,26.060372,-80.111377,MJ State Park,"*Broward, Florida, USA",FL,L516,0.00000
1,Sep,2020,Sep/1/2020,26.057772,-80.111787,MJ State Park,"*Broward, Florida, USA",FL,L517,0.00000
31,Aug,2020,Aug/31/2020,25.678615,-80.256739,Matheson Hammock Park,"Miami, Florida, USA",FL,L518,0.00000
31,Aug,2020,Aug/31/2020,25.678937,-80.256318,Matheson Hammock Park,"Miami, Florida, USA",FL,L519,0.00000
30,Aug,2020,Aug/30/2020,25.905486,-80.121472,Haulover Beach,"Miami, Florida, USA",FL,L520,0.00000
29,Aug,2020,Aug/29/2020,25.713062,-80.151218,Crandon Park,"Key Biscayne, Miami, Florida, USA",FL,L521,0.00000
28,Aug,2020,Aug/28/2020,19.343212,-81.381587,Public Beach,"West Bay, Grand Cayman, Cayman Islands",GA,L522,0.00000
26,Aug,2020,Aug/26/2020,21.79468,-72.261998,Blue Hills,"Providenciales, TCI",BH,L523,0.00000
25,Aug,2020,Aug/25/2020,25.731571,-80.162335,RSMAS,"Key Biscayne, Miami, Florida, USA",FL,L524,0.00000
25,Aug,2020,Aug/25/2020,19.274243,-81.252741,Mostyn’s Beach,"*Bodden Town, South Grand Cayman, Cayman Islands",GA,L525,0.00000
19,Aug,2020,Aug/19/2020,21.491578,-71.51826,East Bay,"South Caicos, TCI",BH,L526,0.00000
19,Aug,2020,Aug/19/2020,26.236341,-80.087796,Atlantic Pier,"Broward, Florida, USA",FL,L527,0.00000
18,Aug,2020,Aug/18/2020,19.274231,-81.25274,Mostyn’s Beach,"*Bodden Town, South Grand Cayman, Cayman Islands",GA,L528,0.00000
17,Aug,2020,Aug/17/2020,25.678964,-80.255812,Matheson Hammock Park,"Miami, Florida, USA",FL,L529,0.00005
17,Aug,2020,Aug/17/2020,26.060448,-80.111335,MJ State Park,"*Broward, Florida, USA",FL,L530,0.00000
15,Aug,2020,Aug/15/2020,26.060371,-80.111357,MJ State Park,"*Broward, Florida, USA",FL,L531,0.00000
14,Aug,2020,Aug/14/2020,21.761575,-72.260191,Five Cays,"Providenciales, TCI",BH,L532,0.00000
14,Aug,2020,Aug/14/2020,21.772103,-72.162554,Long Bay (Prov),"Providenciales, TCI",BH,L533,0.00000
10,Aug,2020,Aug/10/2020,25.771815,-80.200501,Jose Marti Park,"Miami, Florida, USA",FL,L534,0.00000
8,Aug,2020,Aug/8/2020,26.235393,-80.087874,Atlantic Pier,"Broward, Florida, USA",FL,L535,0.00000
7,Aug,2020,Aug/7/2020,19.274498,-81.252745,Mostyn’s Beach,"*Bodden Town, South Grand Cayman, Cayman Islands",GA,L536,0.00000
6,Aug,2020,Aug/6/2020,26.060324,-80.111399,MJ State Park,"*Broward, Florida, USA",FL,L537,0.00000
5,Aug,2020,Aug/5/2020,25.730677,-80.232982,Shake-A-Leg,"Miami, Florida, USA",FL,L538,0.00000
5,Aug,2020,Aug/5/2020,25.771511,-80.20025,Jose Marti Park,"Miami, Florida, USA",FL,L539,0.00000
5,Aug,2020,Aug/5/2020,26.23539,-80.087957,Atlantic Pier,"Broward, Florida, USA",FL,L540,0.00000
4,Aug,2020,Aug/4/2020,25.731669,-80.162318,RSMAS,"Key Biscayne, Miami, Florida, USA",FL,L541,0.00000
4,Aug,2020,Aug/4/2020,19.274325,-81.25281,Mostyn’s Beach,"*Bodden Town, South Grand Cayman, Cayman Islands",GA,L542,0.00000
3,Aug,2020,Aug/3/2020,25.734002,-80.227038,Kennedy Park,"Miami, Florida, USA",FL,L543,0.00000
3,Aug,2020,Aug/3/2020,25.82346,-80.17867,Morningside Park,"Miami, Florida, USA",FL,L544,0.00000
3,Aug,2020,Aug/3/2020,26.06012,-80.111528,MJ State Park,"*Broward, Florida, USA",FL,L545,0.00000
31,Jul,2020,Jul/31/2020,19.344991,-81.382335,Public Beach,"West Bay, Grand Cayman, Cayman Islands",GA,L546,0.00000
27,Jul,2020,Jul/27/2020,25.771586,-80.200212,Jose Marti Park,"Miami, Florida, USA",FL,L547,0.00000
24,Jul,2020,Jul/24/2020,25.731648,-80.162326,RSMAS,"Key Biscayne, Miami, Florida, USA",FL,L548,0.00041
22,Jul,2020,Jul/22/2020,21.79365,-72.26202,Blue Hills,"Providenciales, TCI",BH,L549,0.00000
22,Jul,2020,Jul/22/2020,19.330761,-81.382397,Public Beach,"West Bay, Grand Cayman, Cayman Islands",GA,L550,0.00000
22,Jul,2020,Jul/22/2020,19.345083,-81.382275,Public Beach,"West Bay, Grand Cayman, Cayman Islands",GA,L551,0.00000
17,Jul,2020,Jul/17/2020,19.330661,-81.38242,Public Beach,"West Bay, Grand Cayman, Cayman Islands",GA,L552,0.00000
16,Jul,2020,Jul/16/2020,26.056136,-80.112399,MJ State Park,"*Broward, Florida, USA",FL,L553,0.00000
15,Jul,2020,Jul/15/2020,26.060446,-80.11139,MJ State Park,"*Broward, Florida, USA",FL,L554,0.00000
13,Jul,2020,Jul/13/2020,26.060391,-80.111389,MJ State Park,"*Broward, Florida, USA",FL,L555,0.00000
12,Jul,2020,Jul/12/2020,26.060454,-80.111364,MJ State Park,"*Broward, Florida, USA",FL,L556,0.00000
11,Jul,2020,Jul/11/2020,26.057487,-80.111847,MJ State Park,"*Broward, Florida, USA",FL,L557,0.00000
7,Jul,2020,Jul/7/2020,25.73166,-80.162315,RSMAS,"Key Biscayne, Miami, Florida, USA",FL,L558,0.00003
6,Jul,2020,Jul/6/2020,26.0602,-80.111358,MJ State Park,"*Broward, Florida, USA",FL,L559,0.00051
5,Jul,2020,Jul/5/2020,26.060377,-80.111385,MJ State Park,"*Broward, Florida, USA",FL,L560,0.00051
2,Jul,2020,Jul/2/2020,26.060259,-80.111386,MJ State Park,"*Broward, Florida, USA",FL,L561,0.00000
2,Jul,2020,Jul/2/2020,26.23521,-80.087951,Atlantic Pier,"Broward, Florida, USA",FL,L562,0.00000
30,Jun,2020,Jun/30/2020,19.285398,-81.241077,Pease Bay Beach,"*Bodden Town, South Grand Cayman, Cayman Islands",GA,L563,0.00000
30,Jun,2020,Jun/30/2020,19.274302,-81.252701,Mostyn’s Beach,"*Bodden Town, South Grand Cayman, Cayman Islands",GA,L564,0.00000
30,Jun,2020,Jun/30/2020,26.233882,-80.089438,Atlantic Pier,"Broward, Florida, USA",FL,L565,0.00000
23,Jun,2020,Jun/23/2020,19.285406,-81.240858,Pease Bay Beach,"*Bodden Town, South Grand Cayman, Cayman Islands",GA,L566,0.00000
23,Jun,2020,Jun/23/2020,19.27258,-81.313871,Spotts Beach,"South Grand Cayman, Cayman Islands",GA,L567,0.00000
19,Jun,2020,Jun/19/2020,19.27252,-81.31386,Spotts Beach,"South Grand Cayman, Cayman Islands",GA,L568,0.00000
16,Jun,2020,Jun/16/2020,26.235189,-80.087951,Atlantic Pier,"Broward, Florida, USA",FL,L569,0.00000
15,Jun,2020,Jun/15/2020,21.491826,-71.517485,East Bay,"South Caicos, TCI",BH,L570,0.00000
14,Jun,2020,Jun/14/2020,20.868194,-86.867178,UNAM,"*Quintana Roo, Mexico",WC,L571,0.00000
12,Jun,2020,Jun/12/2020,19.351999,-81.385216,Public Beach,"West Bay, Grand Cayman, Cayman Islands",GA,L572,0.00017
12,Jun,2020,Jun/12/2020,19.369852,-81.403076,Public Beach,"West Bay, Grand Cayman, Cayman Islands",GA,L573,0.00017
9,Jun,2020,Jun/9/2020,19.346303,-81.379638,Public Beach,"West Bay, Grand Cayman, Cayman Islands",GA,L574,0.00000
9,Jun,2020,Jun/9/2020,26.320694,-80.074497,County Line,"Broward, Florida, USA",FL,L575,0.00000
9,Jun,2020,Jun/9/2020,26.060262,-80.111369,MJ State Park,"*Broward, Florida, USA",FL,L576,0.00000
5,Jun,2020,Jun/5/2020,19.330844,-81.382312,Public Beach,"West Bay, Grand Cayman, Cayman Islands",GA,L577,0.00000
2,Jun,2020,Jun/2/2020,19.330911,-81.382359,Public Beach,"West Bay, Grand Cayman, Cayman Islands",GA,L578,0.00000
2,Jun,2020,Jun/2/2020,26.060367,-80.111409,MJ State Park,"*Broward, Florida, USA",FL,L579,0.00000
20,May,2020,May/20/2020,26.060304,-80.111407,MJ State Park,"*Broward, Florida, USA",FL,L580,0.00000
19,May,2020,May/19/2020,26.060354,-80.111499,MJ State Park,"*Broward, Florida, USA",FL,L581,0.00000
18,May,2020,May/18/2020,26.060452,-80.111415,MJ State Park,"*Broward, Florida, USA",FL,L582,0.00000
17,May,2020,May/17/2020,26.060173,-80.111403,MJ State Park,"*Broward, Florida, USA",FL,L583,0.00000
9,May,2020,May/9/2020,26.060317,-80.111441,MJ State Park,"*Broward, Florida, USA",FL,L584,0.00037
2,May,2020,May/2/2020,26.060336,-80.11132,MJ State Park,"*Broward, Florida, USA",FL,L585,0.00077
27,Apr,2020,Apr/27/2020,26.320871,-80.074469,County Line,"Broward, Florida, USA",FL,L586,0.00009
21,Apr,2020,Apr/21/2020,26.06019,-80.111395,MJ State Park,"*Broward, Florida, USA",FL,L587,0.00000
16,Apr,2020,Apr/16/2020,26.31995,-80.074592,County Line,"Broward, Florida, USA",FL,L588,0.00000
15,Apr,2020,Apr/15/2020,26.320987,-80.074471,County Line,"Broward, Florida, USA",FL,L589,0.00000
14,Apr,2020,Apr/14/2020,26.060295,-80.111371,MJ State Park,"*Broward, Florida, USA",FL,L590,0.00000
11,Apr,2020,Apr/11/2020,26.060406,-80.111398,MJ State Park,"*Broward, Florida, USA",FL,L591,0.00000
10,Apr,2020,Apr/10/2020,26.060426,-80.111384,MJ State Park,"*Broward, Florida, USA",FL,L592,0.00000
9,Apr,2020,Apr/9/2020,26.319831,-80.074584,County Line,"Broward, Florida, USA",FL,L593,0.00000
1,Apr,2020,Apr/1/2020,26.060446,-80.111379,MJ State Park,"*Broward, Florida, USA",FL,L594,0.00029
30,Mar,2020,Mar/30/2020,26.060268,-80.111407,MJ State Park,"*Broward, Florida, USA",FL,L595,0.00017
26,Mar,2020,Mar/26/2020,26.060396,-80.111313,MJ State Park,"*Broward, Florida, USA",FL,L596,0.00000
25,Mar,2020,Mar/25/2020,26.060418,-80.111418,MJ State Park,"*Broward, Florida, USA",FL,L597,0.00000
24,Mar,2020,Mar/24/2020,26.0604,-80.111382,MJ State Park,"*Broward, Florida, USA",FL,L598,0.00000
20,Mar,2020,Mar/20/2020,26.060232,-80.111418,MJ State Park,"*Broward, Florida, USA",FL,L599,0.00000
12,Mar,2020,Mar/12/2020,26.060452,-80.111518,MJ State Park,"*Broward, Florida, USA",FL,L600,0.00000
10,Mar,2020,Mar/10/2020,26.060454,-80.111527,MJ State Park,"*Broward, Florida, USA",FL,L601,0.00000
9,Mar,2020,Mar/9/2020,26.060272,-80.111563,MJ State Park,"*Broward, Florida, USA",FL,L602,0.00000
8,Mar,2020,Mar/8/2020,26.320967,-80.07456,County Line,"Broward, Florida, USA",FL,L603,0.00000
12,Nov,2019,Nov/12/2019,21.529506,-71.496257,Long Bay (SC),"South Caicos, TCI",BH,L604,0.00000
12,Nov,2019,Nov/12/2019,21.572554,-71.494706,Coast Guard Station,"South Caicos, TCI",BH,L605,0.00000
12,Nov,2019,Nov/12/2019,25.731626,-80.16223,RSMAS,"Key Biscayne, Miami, Florida, USA",FL,L606,0.00000
4,Nov,2019,Nov/4/2019,21.48649,-71.524816,East Bay,"South Caicos, TCI",BH,L607,0.00000
31,Oct,2019,Oct/31/2019,26.060237,-80.11146,MJ State Park,"*Broward, Florida, USA",FL,L608,0.00068
24,Oct,2019,Oct/24/2019,26.060285,-80.111482,MJ State Park,"*Broward, Florida, USA",FL,L609,0.00051
21,Oct,2019,Oct/21/2019,25.615205,-80.305349,Deering Estate,"Miami, Florida, USA",FL,L610,0.00000
21,Oct,2019,Oct/21/2019,26.060448,-80.111399,MJ State Park,"*Broward, Florida, USA",FL,L611,0.00071
20,Oct,2019,Oct/20/2019,26.060433,-80.111485,MJ State Park,"*Broward, Florida, USA",FL,L612,0.00060
19,Oct,2019,Oct/19/2019,26.060402,-80.111506,MJ State Park,"*Broward, Florida, USA",FL,L613,0.00000
18,Oct,2019,Oct/18/2019,26.060369,-80.111497,MJ State Park,"*Broward, Florida, USA",FL,L614,0.00000
17,Oct,2019,Oct/17/2019,25.615216,-80.305382,Deering Estate,"Miami, Florida, USA",FL,L615,0.00000
17,Oct,2019,Oct/17/2019,26.060316,-80.111464,MJ State Park,"*Broward, Florida, USA",FL,L616,0.00000
10,Oct,2019,Oct/10/2019,26.060284,-80.111539,MJ State Park,"*Broward, Florida, USA",FL,L617,0.00000
8,Oct,2019,Oct/8/2019,26.060443,-80.111505,MJ State Park,"*Broward, Florida, USA",FL,L618,0.00000
29,Sep,2019,Sep/29/2019,21.572269,-71.494734,Coast Guard Station,"South Caicos, TCI",BH,L619,0.00114
21,Sep,2019,Sep/21/2019,26.060262,-80.11148,MJ State Park,"*Broward, Florida, USA",FL,L620,0.00000
18,Sep,2019,Sep/18/2019,25.615311,-80.305684,Deering Estate,"Miami, Florida, USA",FL,L621,0.00000
17,Sep,2019,Sep/17/2019,26.060421,-80.111497,MJ State Park,"*Broward, Florida, USA",FL,L622,0.00000
16,Sep,2019,Sep/16/2019,25.615257,-80.305316,Deering Estate,"Miami, Florida, USA",FL,L623,0.00000
11,Sep,2019,Sep/11/2019,26.060232,-80.111423,MJ State Park,"*Broward, Florida, USA",FL,L624,0.00000
8,Sep,2019,Sep/8/2019,25.615256,-80.305349,Deering Estate,"Miami, Florida, USA",FL,L625,0.00000
7,Sep,2019,Sep/7/2019,25.615258,-80.305321,Deering Estate,"Miami, Florida, USA",FL,L626,0.00000
7,Sep,2019,Sep/7/2019,25.708589,-80.151634,Crandon Park,"Key Biscayne, Miami, Florida, USA",FL,L627,0.00000
6,Sep,2019,Sep/6/2019,25.615183,-80.305404,Deering Estate,"Miami, Florida, USA",FL,L628,0.00000
5,Sep,2019,Sep/5/2019,25.615178,-80.305334,Deering Estate,"Miami, Florida, USA",FL,L629,0.00000
28,Aug,2019,Aug/28/2019,26.060227,-80.111398,MJ State Park,"*Broward, Florida, USA",FL,L630,0.00000
27,Aug,2019,Aug/27/2019,26.060414,-80.111429,MJ State Park,"*Broward, Florida, USA",FL,L631,0.00000
21,Aug,2019,Aug/21/2019,26.060352,-80.111407,MJ State Park,"*Broward, Florida, USA",FL,L632,0.00000
19,Aug,2019,Aug/19/2019,26.060397,-80.111376,MJ State Park,"*Broward, Florida, USA",FL,L633,0.00073
18,Aug,2019,Aug/18/2019,26.060268,-80.111419,MJ State Park,"*Broward, Florida, USA",FL,L634,0.00085
17,Aug,2019,Aug/17/2019,25.676666,-80.154116,Bill Baggs State Park,"Key Biscayne, Miami, Florida, USA",FL,L635,0.00019
16,Aug,2019,Aug/16/2019,26.060302,-80.111444,MJ State Park,"*Broward, Florida, USA",FL,L636,0.00000
13,Aug,2019,Aug/13/2019,25.67695,-80.154167,Bill Baggs State Park,"Key Biscayne, Miami, Florida, USA",FL,L637,0.00163
13,Aug,2019,Aug/13/2019,26.06041,-80.111435,MJ State Park,"*Broward, Florida, USA",FL,L638,0.00000
12,Aug,2019,Aug/12/2019,26.060372,-80.111396,MJ State Park,"*Broward, Florida, USA",FL,L639,0.00000
11,Aug,2019,Aug/11/2019,26.060205,-80.111396,MJ State Park,"*Broward, Florida, USA",FL,L640,0.00000
9,Aug,2019,Aug/9/2019,26.060427,-80.111437,MJ State Park,"*Broward, Florida, USA",FL,L641,0.00000
8,Aug,2019,Aug/8/2019,26.060434,-80.111444,MJ State Park,"*Broward, Florida, USA",FL,L642,0.00000
6,Aug,2019,Aug/6/2019,26.060335,-80.111295,MJ State Park,"*Broward, Florida, USA",FL,L643,0.00000
5,Aug,2019,Aug/5/2019,26.060336,-80.11144,MJ State Park,"*Broward, Florida, USA",FL,L644,0.00000
25,Jul,2019,Jul/25/2019,26.0604,-80.111453,MJ State Park,"*Broward, Florida, USA",FL,L645,0.00060
12,Jul,2019,Jul/12/2019,26.060334,-80.111448,MJ State Park,"*Broward, Florida, USA",FL,L646,0.00000
11,Jul,2019,Jul/11/2019,26.060324,-80.11142,MJ State Park,"*Broward, Florida, USA",FL,L647,0.00000
10,Jul,2019,Jul/10/2019,26.060391,-80.111365,MJ State Park,"*Broward, Florida, USA",FL,L648,0.00000
9,Jul,2019,Jul/9/2019,26.060338,-80.111428,MJ State Park,"*Broward, Florida, USA",FL,L649,0.00000
8,Jul,2019,Jul/8/2019,26.060417,-80.111428,MJ State Park,"*Broward, Florida, USA",FL,L650,0.00000
5,Jul,2019,Jul/5/2019,25.745584,-80.194204,Key Biscayne Dog's Beach,"Key Biscayne, Miami, Florida, USA",FL,L651,0.00000
22,Jun,2019,Jun/22/2019,26.060359,-80.111384,MJ State Park,"*Broward, Florida, USA",FL,L652,0.00087
21,Jun,2019,Jun/21/2019,25.738611,-80.148665,Virginia Key,"Key Biscayne, Miami, Florida, USA",FL,L653,0.00027
21,Jun,2019,Jun/21/2019,25.723397,-80.147742,Crandon Park,"Key Biscayne, Miami, Florida, USA",FL,L654,0.00027
21,Jun,2019,Jun/21/2019,26.060342,-80.11141,MJ State Park,"*Broward, Florida, USA",FL,L655,0.00087
20,Jun,2019,Jun/20/2019,26.060303,-80.111364,MJ State Park,"*Broward, Florida, USA",FL,L656,0.00000
14,Jun,2019,Jun/14/2019,26.060289,-80.111402,MJ State Park,"*Broward, Florida, USA",FL,L657,0.00037
13,Jun,2019,Jun/13/2019,26.060292,-80.111411,MJ State Park,"*Broward, Florida, USA",FL,L658,0.00039
12,Jun,2019,Jun/12/2019,26.060355,-80.111374,MJ State Park,"*Broward, Florida, USA",FL,L659,0.00026
11,Jun,2019,Jun/11/2019,26.060238,-80.111331,MJ State Park,"*Broward, Florida, USA",FL,L660,0.00000
8,Jun,2019,Jun/8/2019,26.060374,-80.111409,MJ State Park,"*Broward, Florida, USA",FL,L661,0.00000
6,Jun,2019,Jun/6/2019,26.060399,-80.111366,MJ State Park,"*Broward, Florida, USA",FL,L662,0.00075
5,Jun,2019,Jun/5/2019,26.060319,-80.111414,MJ State Park,"*Broward, Florida, USA",FL,L663,0.00090
4,Jun,2019,Jun/4/2019,26.060159,-80.111366,MJ State Park,"*Broward, Florida, USA",FL,L664,0.00111
30,May,2019,May/30/2019,26.060348,-80.11138,MJ State Park,"*Broward, Florida, USA",FL,L665,0.00153
23,May,2019,May/23/2019,18.541023,-68.353628,Playa Blanca,Dominican Republic,GA,L666,0.00000
23,May,2019,May/23/2019,18.53771,-68.35561,"Westin, Punta Cana",Dominican Republic,GA,L667,0.00000
19,May,2019,May/19/2019,18.548519,-68.348347,PuntaCana CEO Mansion,Dominican Republic,GA,L668,0.00077
16,May,2019,May/16/2019,26.060405,-80.111408,MJ State Park,"*Broward, Florida, USA",FL,L669,0.00000
21,Apr,2019,Apr/21/2019,26.057978,-80.111493,MJ State Park,"*Broward, Florida, USA",FL,L670,0.00126
20,Apr,2019,Apr/20/2019,26.060297,-80.11136,MJ State Park,"*Broward, Florida, USA",FL,L671,0.00000
22,Oct,2021,Oct/22/2021,26.060266,-80.111424,MJ State Park,"*Broward, Florida, USA",FL,L672,0.00100
